uid,fold,grade,markers,words,pred
5651f15aa8e5f4f2d31c351a10b29f29,0,4,6.382978723404255,470,0
bac3d9c0859cab66ea1e979031e7c6b7,0,4,8.571428571428571,350,0
a5ac90d86d1cfd475f72943754b65ce1,0,6,2.9411764705882355,1020,0
864d4fb6324e867a03bff8e1c6d9d962,0,5,5.4945054945054945,728,0
59a8efa461521b62886f07a30ff491c6,0,5,0.0,593,0
a0ce76347303c83e02d8ba6af425c530,0,6,8.323424494649228,841,0
5c302ab70afbbe1e21ac881031b62360,0,3,0.0,548,0
10a0cfc48ac1b18478e75a94a9f2072f,0,4,4.705882352941177,425,0
afb32c6105cd4f24a1954102956385be,0,3,4.264392324093817,469,0
2330e103688e1d593de8e1d6629b77e8,0,3,0.0,505,0
068cb90a6c42373057b76ff354a4a3c3,0,3,0.0,274,0
dc51ba67cfddd52a311b9e6a23468f8d,0,2,0.0,211,0
3b653bf7c55fb676a25fbfd3dfcd35f3,0,4,2.1881838074398248,457,0
ea8f4b9b291d62e288a06e202acb73a0,0,5,5.995203836930456,834,0
41408a1689f632e1fef25c68a6ade22a,0,6,8.072653884964682,991,0
c28cfa040ff77145052d0e21498e54fd,0,4,11.661807580174926,343,0
bb5aef9c9ef79cf85409f8b22c24afa9,0,3,2.816901408450704,355,0
373f1a2181a8a7c2c2253ac693f0020a,0,5,12.8,625,0
dd4313d072b0d9c0b8f42bca8a2bb890,0,4,5.736137667304015,523,0
19c678961d2c92e112edb5d017902bff,0,5,1.3531799729364005,739,0
4f4753054e04a5647cbb08ace6973b31,0,6,7.106598984771574,985,0
ee65e0a7572df4b32793d12e6bd24337,0,6,4.8076923076923075,832,0
9817e6e5ba7f4097ac5502626ab50072,0,6,7.741935483870968,775,0
3d18b74c4deadda411c61960ae0a2d89,0,5,10.714285714285714,840,0
a6ec53831f018b76adad107623a9a566,0,6,1.1890606420927468,841,0
2878d65aecd7bcc529d0b97382228806,0,5,5.997001499250374,667,0
e560742786e45514312f0fb0e789a36a,0,5,5.031446540880503,795,0
11098b87c10de7b58bbb2cec502c2f34,0,5,0.0,623,0
d256b2debacc5f2851133b68847a8dfc,0,5,3.007518796992481,665,0
90927a5c755cc53a7618fb0001af4fae,0,4,0.0,504,0
d374e2f3eb7126561686104432e6aded,0,6,3.6319612590799033,826,0
8e5a7f73286735f6d7c92d3f05875965,0,6,2.9197080291970803,685,0
3aa3cc94e402d5cf7ecbacf7a39f8e4f,0,5,1.5772870662460567,634,0
4cac173f6a0ca03a16b1bf86a8673b64,0,5,4.237288135593221,708,0
a01813f031d41efca6ec335f4f39e697,0,4,15.831134564643799,379,0
ed44e7df28ed0162b562a93eac249b4d,0,3,9.900990099009901,202,0
c115c9154a7fd943729289e7bec6dd63,0,3,3.4482758620689653,580,0
e29eb2127582c198be8eef976faeaccb,0,6,6.030150753768845,995,0
25dc77ba2e77d1cd54a416282b0a9e79,0,6,1.2919896640826873,774,0
06a429e08d78ed494398522ad8adbd91,0,6,1.2345679012345678,810,0
5013013c1058b2bfedf6b77c902a0a5c,0,4,1.5479876160990713,646,0
746665716505eea436980bad68655ad5,0,5,5.093378607809847,589,0
01385c96663710d2c75e5885bfbfe543,0,3,2.4630541871921183,406,0
118ad0096e98d18b0ad593380c2c1812,0,5,0.0,614,0
aab0d8be68d497e9b0afe186e2ffbf03,0,5,3.838771593090211,521,0
96c080cccf8cc79c987f3b307cee133c,0,6,5.063291139240507,790,0
fb3d62d7dc833c31bcebc7ee1bcb48fc,0,6,2.306805074971165,867,0
c45012f38498116458f48295d258ac56,0,3,2.358490566037736,424,0
54ca4134a763739b8b978d57bb85464f,0,5,2.932551319648094,682,0
8075d79cf5bb08a5d940da7e87bdbaef,0,5,9.25925925925926,540,0
77aee1635ec2f89b74bcb63d2cf3e70a,0,6,6.738544474393531,742,0
deb0a417cbfa01083d179dc32807a5d2,0,3,4.048582995951417,247,0
8b1aabbded811f9e32ba423c84ad534a,0,4,0.0,472,0
4a42bdbcd7f11cd2e87232a4585a5230,0,4,7.722007722007722,518,0
4975bb7fdbdb90412816b63ec476c830,0,4,0.0,559,0
809c5b7150fdb16250eb3ec8f39afd5f,0,5,0.0,577,0
aa673941c0b40360d10deed389fb034c,0,3,0.0,346,0
eec999e4db7835289eee7478ba75ccf5,0,4,8.752735229759299,457,0
73d04d920a788ec527cd94dfc7c7df57,0,4,4.0241448692152915,497,0
3972bc5b78ebea4786ed54ae44cc88ac,0,6,5.676442762535478,1057,0
2e7402ba93aecda744fc03e228323907,0,5,1.5625,640,0
0f54d84b02fde8deb6075f54de92d1f7,0,3,0.0,334,0
14a39e63d8f5bc2ad79e509fd055335a,0,5,0.0,697,0
0d840915119ab55892339d6f4d4474c8,0,5,8.250825082508252,606,0
4e2ba8d7e0b0275b64e146c27eceb6ba,0,5,5.0,600,0
7d972ee06eee9af6eed5b9e713f7b8e0,0,6,2.5806451612903225,775,0
fded13e76c1ed002fe8e6567ae2c44ec,0,4,4.246284501061571,471,0
196906253b46c21b6f7f46d98653ee0d,0,3,8.19672131147541,366,0
c691aef87f14f5997cdaae21a5cfba7c,0,3,0.0,536,0
e0fa4034520b6f5c3ce99cbafb728ec1,0,6,7.936507936507937,756,0
ad3b0472b60c88e2ee9af139e7309167,0,5,0.0,524,0
18fb02f6ee5a70682765a96407ffe2c4,0,4,2.0366598778004072,491,0
0973c4baa067c24b6c133c70e68ab2a2,0,4,5.305039787798409,377,0
04f9f31b1ba24406bffba784ff4b83dc,0,4,0.0,611,0
a355e28f5e57949f84889419e2aff19e,0,5,3.963011889035667,757,0
776db426c1ef4170c3c0c709592ee0cb,0,3,0.0,405,0
3d439ba1226fec6e8f2937b2e0e57511,0,5,6.172839506172839,486,0
5b5cf43bbf8111df66273501e6e085d5,0,4,0.0,457,0
0be57b74c2bf31d03bb937833b900a70,0,4,9.107468123861567,549,0
6efec093474ae2d36fd0a1863411fd45,0,5,1.3869625520110958,721,0
737e6d162ef13b3cb2794faf18ab8832,0,5,15.050167224080267,598,0
bf0a2267a2606ba3aa1a1753f7cbe010,0,3,0.0,301,0
e27456236127cfe3a11954edc6cc68d8,0,4,11.695906432748538,513,0
d81c589055b08bdbf240eb5d59015470,0,4,2.044989775051125,489,0
1362573e33d8d14409da5a4bf82f2bac,0,5,1.594896331738437,627,0
737dae647ea934f6942d350d27d71e7e,0,5,0.0,889,0
3ef042839bcbbe6eb9d1afe1542d9564,0,5,5.730659025787966,698,0
4b95b1df77f590e9cb6dd521df9119b9,0,4,2.237136465324385,447,0
fd0efdda0e2c6c7bbe690a3b8f190143,0,3,3.6101083032490973,277,0
e23ddc5c6370c08d9fe8a3ff0273b29b,0,6,2.442002442002442,819,0
353d99011c8b142ca9b34436c5178398,0,3,0.0,568,0
1ab3097f012387da5510778af70ea24e,0,5,6.825938566552901,586,0
af789545f0993a617e87d5d086138c78,0,5,4.048582995951417,988,0
78f575ac08310bdc710c7a21c15b933a,0,5,7.905138339920948,506,0
0689144974114bef471b10737c5c96ba,0,3,0.0,420,0
3c84b5803a33b536060b1930a533e69c,0,4,1.6556291390728477,604,0
105a03a20f9c253ecc11cd7d09a7f64c,0,3,0.0,327,0
41568808eb9586729a52088b008d9030,0,5,3.048780487804878,656,0
be6e1dc0da5368618ed745fa34f50b3f,0,2,0.0,498,0
06deb1af768cf58df4cfada9e949242f,0,5,4.640371229698376,862,0
48a873bf65d608897970700a7320a9bb,0,4,1.7301038062283738,578,0
d4b0e1d9a86478e79af2757fed35fc3c,0,5,10.504201680672269,476,0
e24747dbad714f1b05d085703062102e,0,3,5.2356020942408374,191,0
af4f73f4148892f2ea257e7d7fbf64dc,0,6,4.739336492890995,633,0
161bc365f569e2721fd9e1ab9d2f2100,0,4,11.560693641618498,346,0
1db8b51619603e5c6bd7bb12cdbb07d4,0,4,2.2573363431151243,443,0
b77de943161d90bc01f810dad11dbe9a,0,6,0.975609756097561,1025,0
e342775858fe5e1f1fe410718d643094,0,6,9.102730819245775,769,0
2c1e9bd21d9aa695f0c66698f11cdcb3,0,3,9.70873786407767,412,0
145e87d649047e08bf1930003cca09c0,0,3,0.0,261,0
6c5ec0ad53525ba9bf88ecf5ae04346d,0,3,0.0,320,0
256f3f2f0c257dfa6f36b8c8d3eb2d15,0,4,5.181347150259067,386,0
40bd51c80f75231579adb96bc5c72f01,0,6,1.314060446780552,761,0
0056c460cd812868430fb786425a9029,0,3,13.533834586466165,665,0
3e5791c7d02b0dbd35f886bb446c398c,0,5,1.3605442176870748,735,0
63e0dc3a6fe1b626f25d265f8db7a30f,0,3,3.8461538461538463,260,0
00f32336288495a0aa5c5306ab4c9acd,0,3,0.0,418,0
fe16985f86e960b5a3d9151dbcdf33af,0,6,5.291005291005291,945,0
37c44a1e593ea6e71a3c9294f594b4e9,0,5,10.548523206751055,474,0
af23e36062d7605852d269e0c7004c8e,0,6,4.479283314669653,893,0
cd135b1e6d6b18ce3c96fd7eae225d12,0,5,0.0,678,0
f279492d8eed0c6f071b0474a6b9252e,0,3,7.662835249042145,522,0
1f7771f78b842d376b53727af3a968b5,0,4,2.2271714922048997,449,0
630aa8ce46c2e9cc41a3617db483fee3,0,5,3.4305317324185247,583,0
ea382323d672dbdb45c24c685ebb0383,0,6,8.02139037433155,748,0
3ed4ed1770556031802c604fa242daf5,0,5,3.372681281618887,593,0
0330fceb1bb21ba8784a4fee1eed5f6f,0,5,4.354136429608127,689,0
e62b16c306578d859eb4a4eae48a3100,0,4,0.0,489,0
c0accc9d790ca9dbb95aaa53ae661757,0,4,2.6178010471204187,382,0
a8ffaf6268202e8172ddce3c9708f083,0,4,0.0,482,0
3d74106e8310a4ff9ac12c5c17a1b0af,0,6,13.605442176870747,735,0
a19eeea3cea8549be2c7978128fcc80d,0,3,12.658227848101266,316,0
8d77e28124ccd9ccad10d9ffc238008a,0,3,15.32567049808429,261,0
22d58d4c59598fd3cc64396d2b5452d3,0,4,9.615384615384615,520,0
a8097d7e188d985031194f5e82332f1b,0,4,2.1141649048625792,473,0
61495a462d9c99af8243d5f105472569,0,3,2.1691973969631237,461,0
719874e39222fe70095aeef0532434c2,0,4,3.361344537815126,595,0
ff32dc7edd56349421449a7254280420,0,4,4.68384074941452,427,0
1fcf4be959a7f2cc3e3d79015bf93ca9,0,5,2.4600246002460024,813,0
f986f7d5f49da2132980bb9b50cc53b4,0,5,4.87012987012987,616,0
593441194d0b11082d3c260b14230845,0,4,0.0,462,0
3644f53d75601190c4647098f600e90d,0,6,4.3763676148796495,914,0
ff0b007cac674bf7f208251764fdf72e,0,6,3.4129692832764507,879,0
d5689d79efd63a37c69cebcab34bb879,0,6,1.050420168067227,952,0
da6968a92be9884d08820ffa74969ade,0,4,0.0,511,0
b33c8bb19967b3e47b36a0d08530b7bc,0,5,2.6737967914438503,748,0
20374ecf954200d7b1fd80ed6c8a5d19,0,6,5.141388174807198,778,0
bd5bbfcc992b82fd48aead6835401a01,0,5,1.485884101040119,673,0
3c49b8d111c171223ce8fa2d0a4171e9,0,5,3.024193548387097,992,0
1c733455027ba3e6b3852b751556e13c,0,5,3.484320557491289,574,0
176e6cb6d80b2e896a04fbd60093126b,0,4,0.0,609,0
f7dd54f3293daaa8f4976e4980e8250d,0,5,2.9197080291970803,685,0
e1b8f3391c625144dcf23dac351a3894,0,4,9.107468123861567,549,0
51922acab2f02ccdb94388435b884d61,0,5,1.7035775127768313,587,0
8ca2cc3f2701116b9389924d96acb9e6,0,5,2.0661157024793386,484,0
3c337223219ac80498239e00c4f69942,0,5,1.890359168241966,529,0
54295771a7056a75ec2dbc0ab1642ecd,0,4,7.334963325183374,409,0
5b4666e3171c45b11e4bf642961fd0f0,0,5,0.0,509,0
fade0810271e108551a72f7ccfff0df2,0,4,2.1645021645021645,462,0
2e3e9ebcdfb3ce385bc85c3d15ebc0d0,0,4,0.0,516,0
94874838e1d5a55edcf568c43614d650,0,4,1.9305019305019304,518,0
a9552f5d374cd27103457c9fb5217026,0,4,3.1545741324921135,634,0
d00dd4e01f45f90d8f6d4d2eb35934ad,0,5,4.524886877828054,442,0
c0ebe960f296e66a8b20771b851b9fc6,0,6,6.3559322033898304,944,0
74785f352ea1934384e02d45a2944174,0,3,2.824858757062147,354,0
95c077eb87dfc722fd2562cefe9a19c3,0,4,1.7953321364452424,557,0
5f531be0e75863bea07f4d36bcf4af90,0,4,10.256410256410257,390,0
06db330646b3b01cc0171c4189b6a720,0,3,0.0,239,0
276dbcc37afd6f70ca361f3ed5f8a271,0,5,3.076923076923077,650,0
334619b0027f96330bf98eaca4df6b3f,0,4,0.0,532,0
f3408e083d622a700f994eb3d103b150,0,5,0.0,736,0
8c6a1f12bbd0ea9e97f9bb445d9e957b,0,5,5.7251908396946565,524,1
e7e0917768cad10f2892d5e45bf31b98,0,4,4.424778761061947,678,0
212433f83da58a478979d0107ac80b65,0,4,1.7241379310344827,580,0
8c352dc44f61988f163ba56cd207cba7,0,6,3.0395136778115504,658,0
4f64380615b4339c4313888151383d54,0,4,0.0,511,0
7e8619540f54c3c3b667769e15cd8589,0,2,0.0,172,0
e79a7dfb0f8baaa154ae1f7b1c9785fd,0,4,0.0,524,0
a42a5846abb883e546f8f053cc3a88f0,0,4,3.0627871362940278,653,0
da2e3883e4a9f84075f993e92caacd7d,0,3,0.0,433,0
662655305270fc0df22701caee38557e,0,4,2.5,400,0
a1fe165e1458e7a4b9b6017fe10560f3,0,4,1.4598540145985401,685,0
31d7af5de7b3c843b0e7e981cea3a4b6,0,5,12.170385395537526,493,0
45c13e6cb1409ca4ba1dee0758adccac,0,4,2.4752475247524752,404,0
5974ed0f156202eaeebf774fd5ec518f,0,6,4.3763676148796495,457,0
c76fb607ef8bae3b8f829bff994ed3d6,0,4,12.56281407035176,398,0
711e9f0f94a0b41e1e0368832876c2ea,0,5,1.86219739292365,537,0
6918703c6541b9c32adcb02872b5ac88,0,4,2.1645021645021645,462,0
f3ced8f3b586d53ef31485f954576fd0,0,3,2.770083102493075,361,0
b36d22d2ada2cf430e31752216fcf7d7,0,4,0.0,501,0
2df452b53204acbbd7fbf4dfea3fd03e,0,3,4.854368932038835,412,0
db9efd625de1cf4b79442cd5aa24b31e,0,5,1.8281535648994516,547,0
d3566d7958a1f3c2e288d512a9ab8dbc,0,3,4.246284501061571,471,0
53881cb0d748798a3427f3532fba1e27,0,6,2.3228803716608595,861,0
06e2429b28812bbdbf5ed2a713d1ec9c,0,6,1.0582010582010581,945,0
8f36f42c5a43f5a86a426fb252002bbe,0,4,4.237288135593221,472,0
311be92ca0bac5ee4200b6dadc1b9615,0,4,4.395604395604396,455,0
93e30b865885317b8e8a392d7245e01f,0,4,3.2948929159802307,607,0
f9c59c0c0fd5bad1ceb3b73e79118591,0,6,3.054989816700611,982,0
c8d3016937a89e8975909fbac9c666d1,0,3,1.7543859649122806,570,0
05d43ebd6bf6a3c413dfa069151917a1,0,6,2.7739251040221915,721,0
9050c9c40922e45ae03c766378421e93,0,5,1.834862385321101,545,0
b01ab8b01ad660faf19e82cf7abe74ad,0,5,4.77326968973747,419,0
29945d4805ed22aac712e006c17bec8f,0,5,0.8968609865470852,1115,0
0a9d051543adef1324512cac687ffe8b,0,4,3.9603960396039604,505,0
74ea14e7b6563530311158ba77cde350,0,2,0.0,268,0
83c7282cb71140aa358ac8f05429b45f,0,5,0.0,783,0
87646fc2c20a3c5e39fcfdb43860c6f8,0,4,4.065040650406504,492,0
464da83cc0640abdfa9691ea681431ea,0,2,5.714285714285714,175,0
5387adf6f7517f17a69edd0014c4f34e,0,4,1.9047619047619047,525,0
d4ad335499c97c86480b8a146d15bbe8,0,6,1.885014137606032,1061,0
2053920de5141224b03127b5727476d2,0,6,4.754358161648177,631,0
6867af790d1d481634afa2093c2b597d,0,5,0.0,513,0
4e036874db4a2f9dccb9c35e44ca799b,0,3,0.0,437,0
b0a22be0278a2577540e3cc9fc55feb6,0,4,2.4271844660194173,412,0
10a795d8890009c86e24777840417bab,0,5,1.3386880856760375,747,0
b97ec0a74f1dcc3341dcef9e154867c7,0,3,7.782101167315175,257,0
953ab67d3e0e57ba8a07c09d574f40fd,0,4,0.0,346,0
3137cc250d8ad4fa489184d285ead37d,0,3,4.3383947939262475,461,0
9f1cc9f5120afc036711c5b6afaa2dd5,0,5,5.059021922428331,593,0
ffbb034d4b40fe72eeefc19932179187,0,5,5.9523809523809526,840,0
2420e94d66014a03b1d21c55e943d982,0,4,3.7359900373599,803,0
9be926d800eb22c6066a4342fee177ef,0,4,6.514657980456026,307,0
2641c83d6a8bb7685b81dfe42557d92e,0,6,1.2594458438287153,794,0
1cc34f67aaecadf2d994277d3830712e,0,4,0.0,425,0
86c024b47af000eaa1450e51efc32b1e,0,4,7.920792079207921,505,0
63b69da2c12bc387e02ab99ec5a4de40,0,4,0.0,483,0
40c8c71f4cc06adc347952f3d764d2f3,0,6,0.0,960,0
e7877de512fa9e95512128d2c856f18a,0,5,0.0,613,0
b4bfed2c08594b5bea8cfc3e284f25cc,0,6,1.394700139470014,717,0
7dd292c9755dd22e8f9069d4d1462eca,0,5,1.4534883720930232,688,0
60fe12a9a0cc53be056d008a62eaaf3f,0,3,0.0,366,0
b7c389e8d8b819fd964c52850cb4badb,0,5,2.9069767441860463,688,0
181cf04b7897d9a271e27eba2a82d73f,0,4,3.676470588235294,544,0
37d69a3c7f98ea7cdb1ad2c7ed3d3ba1,0,5,1.6750418760469012,597,0
1f18b22a6760d003fd1a163901ae9186,0,6,1.098901098901099,910,0
10fc09620dc4a2e75506172f04f746b8,0,3,0.0,319,0
ee3d2b4845d4feca63a6e2e22da0a749,0,5,5.47945205479452,730,0
9368b95143a3fafc4a98f66a9f905929,0,5,1.1668611435239207,857,0
b96eaf84135634b6afee799a22ea3ab6,0,5,1.9723865877712032,507,0
ef498107e4a912c36dfbfec7350f087a,0,6,7.963594994311718,879,0
3ae740afc002929ad649cbce71528dde,0,4,0.0,338,0
27cb1f812ae8da47b095e6a044f90496,0,5,3.5842293906810037,558,0
c84a8d80dc08431f27a47165a70b9c31,0,3,0.0,511,0
c3902f0787e8a56c3d22cd1a75b9b577,0,2,0.0,279,0
f66286743132ba7aa31f6a4a673d88e7,0,5,3.4965034965034967,572,0
0f354a2ea5a5e54e4d83917d75e198fe,0,5,3.231017770597738,619,0
94d72545b11e024f5ff3a3de1de9086d,0,5,4.184100418410042,478,0
a2b49e47caa3c2b93d5cef99881c4ea0,0,5,6.2208398133748055,643,0
15d11f2482a512d550ba2be7d364cfec,0,5,0.0,623,0
b60f2381e0cae0ea6b275c4fd22caec2,0,5,0.0,453,0
b67d3676fef92e3d585b92ac48833d23,0,4,10.1010101010101,297,0
a4bf7c5553aa68666627d459d952ef4d,0,5,2.6109660574412534,766,0
0037ba581e57d5d0261f6e1445b94aea,0,5,5.9880239520958085,668,0
0447bb8329b92946785029579cc6ea82,0,4,1.893939393939394,528,0
226bb001ff603a87fd6ebce0e0b0fbb3,0,4,2.512562814070352,398,0
35c6c15839d66075f86385f49ee4e453,0,3,5.555555555555555,360,0
fc109b074186f6b1fdc720eaa5421198,0,6,3.3112582781456954,906,0
5ff8de8e9f54807c87bf4a4ad46e7dd9,0,6,9.900990099009901,707,0
fd692a662d660b3c108c35536f59fa25,0,3,0.0,297,0
c1c10db1232c4a8bb33f33edbeb49b12,0,4,0.0,546,0
5cab78e10b53128823e28f4828f8b42c,0,3,4.149377593360996,241,0
b645af2f68050c0f03b215f8be7179b3,0,3,0.0,348,0
322252372b5e4e763d4678718190b5f1,0,5,6.217616580310881,965,0
e82d31dc572e356b363f653f996e2ad5,0,6,7.309941520467836,684,0
2ad58b86236b84322c8f64a51662b3a1,0,4,8.547008547008547,468,0
589ca8bb76358c328d3f40fa6eaf7a2a,0,5,11.695906432748538,513,0
7650df8d3fcc795f6933f5cbf97e9ca4,0,3,3.278688524590164,305,0
202a4f779530abbc584257ec8deae25c,0,4,0.0,467,0
368c07f001608b3d71bcb846ac012eca,0,6,5.9347181008902075,674,0
ea416a2c00e46a1b974c97fa99eaae28,0,4,0.0,397,0
d89eee58839965606a4714c3fefc305d,0,3,2.9585798816568047,338,0
d60ad505ef0b7fe4209f33c9bc129e63,0,2,0.0,452,0
84e5b03cd2a5453af0cfaf8447458071,0,3,7.2202166064981945,277,0
217a95609bf060ca79cd39c6f531f4d0,0,5,3.4904013961605584,573,0
fe8b8188ce8d03a337b84fc8c5add8f1,0,5,1.4684287812041117,681,0
2ed084c0c08d1a79c0a6a489e571051e,0,4,1.694915254237288,590,0
2415e01a62d6351c1f27e0e98dfe19c5,0,3,6.430868167202572,311,0
c12be047f34e6da24f42df7b68509670,0,2,0.0,194,0
adda5645a7f5480c00a360447189a176,0,2,5.347593582887701,187,0
7ef59f8b71fa0d2dc5ef7bf2a146f754,0,5,1.447178002894356,691,0
9cb46edbee056c13e73bf29ae2ce6404,0,3,0.0,281,0
80c62577b4fdcbae2bee71478e9b5896,0,3,0.0,278,0
f6add1822912b58b9d8e568405a599c1,0,4,2.375296912114014,421,0
c82e80e2ea7cfceb756e2ed43a500ef7,0,6,5.819592628516004,1031,0
f5380188799e600d2ed1a5180511d06a,0,5,0.999000999000999,1001,0
77efa87f04408f259cc74114e5ecc62e,0,6,3.1746031746031744,630,0
5630693e5274a199d8bb9ad04701646f,0,5,2.962962962962963,675,0
f66d46e30d2f7541cfe732ed20abc042,0,3,2.304147465437788,434,0
73da16d846494b73da1f1ab423418c4f,0,5,1.203369434416366,831,0
d6635efee41ee9db12a37b8e5c1c9272,0,4,1.3227513227513228,756,0
7835f381a07b896e2277b9bbbd0e4093,0,6,7.017543859649122,855,0
8efb85d1a6c0ce047db4dd41f8b83355,0,3,0.0,335,0
d5293fafa39c263ddc9b120e6dbf0c0f,0,4,5.3859964093357275,557,0
99ffba0977ef7d81a91a560127ee4b86,0,6,1.160092807424594,862,0
2dbf57556fc1e6ab0ea287923a0496fe,0,5,6.116207951070336,654,0
e96b164b15828e3e64b9d85b4f47f7e6,0,6,7.662835249042145,783,0
eb8e7b08a3b6fad988eac0f2b85b2c9c,0,2,7.142857142857143,420,0
8cc708800539b6ff0244f972e3cbafbd,0,4,0.0,487,0
7293bdcccac02f9eb846745fc14eee7b,0,3,0.0,481,0
5d1e781b1527e7843754ff59c7d87d78,0,4,1.567398119122257,638,0
f945c845a5eb63da600aed5f803da71e,0,4,1.6750418760469012,597,0
51e36a3aa0d2f7b5382bd2bc0f807a59,0,5,5.357142857142857,560,0
97ceb3d6744ce02df27a1bb03d957c7d,0,3,0.0,288,0
1af6f72f7b910cc40c5a73085f3ccdf8,0,4,2.849002849002849,351,0
faae9429d3de47ba230deac98ebb9dc9,0,5,2.3094688221709005,866,0
584e59ece76d003d8d2e5e753ef242e4,0,6,5.381165919282512,1115,0
cecca8a798323ad966b2be03e841ea73,0,5,10.989010989010989,728,0
c7500373a53d7c11004e4db40589ec0a,0,6,4.431314623338257,677,0
3cf0dcf82e2517bda153836a5e00e246,0,6,8.373205741626794,836,0
42cd0cfef58d15b40164e95ad7390c39,0,3,0.0,173,0
d3e193c71240c95f690b1d8337d8caa2,0,4,0.0,304,0
70c431d86cef5fe27f9fa4c7c76a369d,0,5,1.7699115044247788,565,0
915a4c5180b4bdb9fabd9ad55875a507,0,5,28.571428571428573,525,1
909ef675c231ce721c6056ead38b43fb,0,5,4.62962962962963,648,0
